"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","sig","gene"
"AC002454.1",3.4042612459397e-08,0.214239741446701,0.26,0.509,0.00198134813036183,"up","AC002454.1"
"AC078789.1",3.40725534257003e-08,0.1398755182205,0.177,0.368,0.00198309075448261,"up","AC078789.1"
"AL022098.1",3.41351795464432e-08,0.133164157917169,0.125,0.368,0.00198673571996209,"up","AL022098.1"
"SYNE2",3.42177166132767e-08,0.753471620101182,0.979,1,0.00199153954232593,"up","SYNE2"
"SECTM1",3.42820242414876e-08,0.111163107527481,0.177,0.443,0.00199528237490306,"up","SECTM1"
"AC134349.1",3.43983187236663e-08,0.156614674315898,0.083,0.274,0.00200205094635483,"up","AC134349.1"
"AC027811.1",3.44344608908065e-08,0.149199177525128,0.146,0.292,0.00200415449276672,"up","AC027811.1"
"LINC02580",3.44868494214644e-08,0.18108460033426,0.146,0.321,0.00200720361002807,"up","LINC02580"
"AC107419.1",3.44984486947724e-08,0.71960004934878,0.573,0.642,0.00200787871093314,"up","AC107419.1"
"LINC00881",3.48235777619936e-08,0.538835424830456,0.49,0.679,0.00202680187290355,"up","LINC00881"
"EPHA4",3.48758527901859e-08,0.344042322337302,0.354,0.66,0.0020298443840944,"up","EPHA4"
"UBE2W",3.49586780232404e-08,0.666348266418648,0.927,1,0.00203466497830864,"up","UBE2W"
"AC021483.1",3.52606360052798e-08,0.139304554046937,0.073,0.255,0.00205223953677929,"up","AC021483.1"
"PCDHA13",3.52852684010812e-08,0.246889343662252,0.344,0.538,0.00205367319147973,"up","PCDHA13"
"CT66",3.52972257466483e-08,0.162195485365921,0.323,0.547,0.00205436913290642,"up","CT66"
"PLEKHS1",3.56457614012062e-08,0.158821080909824,0.083,0.274,0.002074654605073,"up","PLEKHS1"
"NUMA1",3.56505697761097e-08,0.520324177668922,0.958,1,0.00207493446210914,"up","NUMA1"
"LINC00971",3.57578423348996e-08,0.313298575483107,0.198,0.311,0.00208117793957583,"up","LINC00971"
"AL356317.2",3.59173092282437e-08,0.156604682136585,0.25,0.481,0.00209045923170224,"up","AL356317.2"
"AC005776.2",3.62241195485683e-08,0.14081788261955,0.125,0.377,0.00210831620596577,"up","AC005776.2"
"AC244035.1",3.6224615524769e-08,0.186386024102389,0.26,0.434,0.00210834507277261,"up","AC244035.1"
"LRRC8A",3.62715707841726e-08,1.12180422547531,0.875,0.991,0.00211107796278041,"up","LRRC8A"
"SCN2A",3.64674274950884e-08,0.987742341342791,0.865,0.934,0.00212247721506914,"up","SCN2A"
"LINC01686",3.6489965775344e-08,0.430047713787687,0.521,0.623,0.00212378898805657,"up","LINC01686"
"AL139398.1",3.65274150400879e-08,0.176281193983113,0.25,0.491,0.0021259686101632,"up","AL139398.1"
"ANXA2R",3.65511581169857e-08,0.110169092647469,0.167,0.481,0.0021273505047248,"up","ANXA2R"
"AC092070.3",3.66388277458463e-08,0.158645091275021,0.229,0.443,0.00213245305246375,"up","AC092070.3"
"FZD7",3.66767208333041e-08,0.136881986553886,0.188,0.481,0.00213465850593997,"up","FZD7"
"AC133528.1",3.66775120193731e-08,0.189572928321564,0.135,0.34,0.00213470455455155,"up","AC133528.1"
"AP003120.1",3.6712385372713e-08,0.145780151175107,0.188,0.396,0.00213673425346264,"up","AP003120.1"
"C8orf87",3.68875225243716e-08,0.182471782999807,0.271,0.509,0.00214692758596348,"up","C8orf87"
"AC139792.1",3.6933404531093e-08,0.211744121112561,0.198,0.415,0.00214959801051867,"up","AC139792.1"
"AL157700.1",3.75387699307816e-08,0.119334266066146,0.135,0.434,0.00218483148751135,"up","AL157700.1"
"AC079834.2",3.78459120961117e-08,0.124874318395436,0.115,0.358,0.00220270777581789,"up","AC079834.2"
"AC069234.4",3.7981187673971e-08,0.154926473908651,0.156,0.34,0.00221058108500046,"up","AC069234.4"
"PIP",3.83288730900287e-08,0.21435486413742,0.156,0.349,0.00223081707158585,"up","PIP"
"AC095032.1",3.83883479444115e-08,0.314495021429969,0.177,0.387,0.00223427862706064,"up","AC095032.1"
"LINC00884",3.86130285588012e-08,0.719067622019379,0.833,0.981,0.00224735548817935,"up","LINC00884"
"SPATA25",3.9028706753991e-08,0.17495940507069,0.094,0.406,0.00227154879049579,"up","SPATA25"
"AC063944.3",3.91691919294178e-08,0.145152779423175,0.156,0.33,0.00227972530867597,"up","AC063944.3"
"FAM87A",3.91758123834494e-08,0.1483793361986,0.094,0.33,0.00228011063234152,"up","FAM87A"
"AC090948.4",3.92576246708438e-08,0.141138994479096,0.073,0.292,0.00228487227109245,"up","AC090948.4"
"SATB2-AS1",3.92768175436979e-08,0.163901015534034,0.25,0.481,0.00228598933467831,"up","SATB2-AS1"
"AC117461.1",3.93020042763596e-08,0.155128726723544,0.125,0.349,0.00228745525289268,"up","AC117461.1"
"ANP32D",3.94338752202036e-08,0.144039963348906,0.083,0.311,0.00229513040556629,"up","ANP32D"
"AC026367.2",3.9478436502754e-08,0.205858641588575,0.375,0.575,0.00229772396133329,"up","AC026367.2"
"KEL",3.96714778449903e-08,0.235922942149124,0.115,0.33,0.00230895935353413,"up","KEL"
"AL356055.1",3.96737943234196e-08,0.174612350015584,0.156,0.34,0.00230909417721167,"up","AL356055.1"
"AC072039.2",3.97935803756881e-08,0.212441971214578,0.24,0.462,0.0023160659650258,"up","AC072039.2"
"AL359541.1",3.98512733889996e-08,0.186138316556907,0.375,0.547,0.00231942381378655,"up","AL359541.1"
"HIGD2B",3.98862465947022e-08,0.180036679609739,0.25,0.491,0.00232145932430486,"up","HIGD2B"
"AC000068.2",3.99348769087827e-08,0.311831976891461,0.396,0.575,0.00232428970584497,"up","AC000068.2"
"AC009560.3",3.9952437683581e-08,0.150049150413706,0.167,0.415,0.00232531177805978,"up","AC009560.3"
"AC034236.3",4.00541185373962e-08,0.152343963154689,0.177,0.434,0.00233122980711354,"up","AC034236.3"
"AC008567.3",4.01645066339885e-08,0.176192816889175,0.188,0.425,0.0023376546151114,"up","AC008567.3"
"LLGL2",4.01781256402426e-08,-0.85593827410512,0.906,1,0.0023384472685134,"down","LLGL2"
"LINC02313",4.02507627088747e-08,0.13908845356476,0.156,0.425,0.00234267489118193,"up","LINC02313"
"PHEX-AS1",4.03425545408467e-08,0.166986212727574,0.156,0.283,0.00234801735938636,"up","PHEX-AS1"
"AC005014.3",4.0375631699478e-08,0.12237831800014,0.125,0.349,0.00234994251617302,"up","AC005014.3"
"PGA3",4.06770528492581e-08,0.203118247825679,0.083,0.255,0.00236748582993252,"up","PGA3"
"GNB4",4.09143190493303e-08,0.716123280378752,0.76,0.915,0.00238129519730913,"up","GNB4"
"TCF23",4.09336626847721e-08,0.298324487690518,0.104,0.321,0.0023824210355791,"up","TCF23"
"SCARA3",4.09990224817797e-08,0.161656173282309,0.26,0.575,0.00238622510648454,"up","SCARA3"
"RNF144A-AS1",4.1010877420926e-08,0.136566971671289,0.167,0.406,0.00238691508765274,"up","RNF144A-AS1"
"LDLRAD3",4.10293482980657e-08,0.882659480338562,0.927,0.991,0.00238799012964402,"up","LDLRAD3"
"BX322562.1",4.10400255012394e-08,0.172284060232895,0.146,0.33,0.00238861156422313,"up","BX322562.1"
"AC037441.1",4.10597441446606e-08,0.142762974319746,0.115,0.283,0.00238975922870754,"up","AC037441.1"
"LINC02804",4.12231426133274e-08,0.133774328903378,0.208,0.491,0.00239926934638088,"up","LINC02804"
"AC007250.1",4.13340914953841e-08,0.21375393807855,0.365,0.472,0.00240572679321434,"up","AC007250.1"
"PRKAR2B",4.15464378366244e-08,0.946753717977204,0.917,0.953,0.00241808577496722,"up","PRKAR2B"
"PDZD3",4.15962170934743e-08,0.130510401942957,0.094,0.311,0.00242098302727439,"up","PDZD3"
"PDE6G",4.17301773568046e-08,0.25790377310614,0.26,0.5,0.00242877978252074,"up","PDE6G"
"P2RX5",4.18317734948767e-08,0.402460682379285,0.656,0.915,0.00243469288094881,"up","P2RX5"
"ROCR",4.19408331097551e-08,0.200123629634986,0.333,0.491,0.00244104036865397,"up","ROCR"
"AC244090.3",4.19836806383855e-08,0.215343715736765,0.146,0.368,0.00244353418051531,"up","AC244090.3"
"AC008734.2",4.22098507143233e-08,0.154657289448532,0.135,0.311,0.00245669773127504,"up","AC008734.2"
"AC069307.1",4.22378333978129e-08,0.184631786353338,0.219,0.547,0.0024583263794195,"up","AC069307.1"
"IYD",4.22633533282116e-08,0.113182308062131,0.146,0.349,0.00245981169040857,"up","IYD"
"AC025576.1",4.23898887057725e-08,0.175424391892202,0.125,0.264,0.00246717630245337,"up","AC025576.1"
"AC100821.2",4.24779860933616e-08,0.137975372162086,0.125,0.387,0.00247230374660583,"up","AC100821.2"
"AL139240.1",4.25422789892808e-08,0.171347371440872,0.219,0.349,0.00247604572173412,"up","AL139240.1"
"Z98200.1",4.25877433531684e-08,0.157812158580557,0.219,0.462,0.00247869183864111,"up","Z98200.1"
"SYT12",4.26149800469057e-08,0.184686143600768,0.333,0.566,0.00248027706869001,"up","SYT12"
"AL596325.2",4.26409893094785e-08,0.171727139148189,0.229,0.538,0.00248179085979027,"up","AL596325.2"
"OPCML",4.26984492946557e-08,1.37092493242605,0.719,0.821,0.00248513514584755,"up","OPCML"
"AL022329.2",4.27541902875782e-08,0.13388922981173,0.167,0.349,0.00248837938311762,"up","AL022329.2"
"AC008088.1",4.27692496349024e-08,0.1520269297329,0.125,0.311,0.00248925586725059,"up","AC008088.1"
"AFF3",4.28504668968408e-08,0.663510605512187,0.5,0.708,0.00249398287432993,"up","AFF3"
"ENPP6",4.28585581883892e-08,0.48665960083784,0.323,0.547,0.00249445380368063,"up","ENPP6"
"FLI1",4.35849784249392e-08,0.163325856407272,0.135,0.415,0.00253673291428831,"up","FLI1"
"AC024614.4",4.36814808541871e-08,0.27912161292202,0.281,0.33,0.0025423495486754,"up","AC024614.4"
"AP001020.1",4.39051987663226e-08,0.13502420679446,0.083,0.264,0.00255537037859751,"up","AP001020.1"
"AC068790.2",4.39656932781867e-08,0.235966244496415,0.354,0.491,0.00255889128017702,"up","AC068790.2"
"AC087292.1",4.41108040211871e-08,0.142975892856702,0.094,0.255,0.00256733701564113,"up","AC087292.1"
"AC005034.5",4.42863242262265e-08,0.323211531555681,0.354,0.472,0.00257755264261484,"up","AC005034.5"
"VAV3-AS1",4.4414182149077e-08,0.22070682257882,0.385,0.557,0.00258499422944058,"up","VAV3-AS1"
"AC016820.1",4.45995530722374e-08,0.124002148451918,0.208,0.491,0.00259578318791036,"up","AC016820.1"
"SSPO",4.4661299143753e-08,0.160998316797096,0.375,0.66,0.00259937693276471,"up","SSPO"
"AC008555.5",4.47381793974642e-08,0.145498034186449,0.094,0.34,0.00260385151729121,"up","AC008555.5"
"CLCNKA",4.48966886468735e-08,0.114470619004685,0.125,0.434,0.00261307707262533,"up","CLCNKA"
"CAPN6",4.51035096082307e-08,0.107961100812986,0.156,0.358,0.00262511446621825,"up","CAPN6"
"AC027601.4",4.54985225596994e-08,0.282010797122899,0.396,0.566,0.00264810501001962,"up","AC027601.4"
"AL078582.2",4.55153772903686e-08,0.13498397894824,0.104,0.358,0.00264908598905403,"up","AL078582.2"
"RAD51AP2",4.56167764986886e-08,0.130896291002129,0.073,0.292,0.00265498762577668,"up","RAD51AP2"
"LHX1",4.56507498573977e-08,0.278609777323221,0.219,0.33,0.00265696494320026,"up","LHX1"
"GK3P",4.5881252840517e-08,0.108770119908339,0.125,0.443,0.00267038067782377,"up","GK3P"
"AC013553.4",4.6429602708475e-08,0.162615047984417,0.156,0.292,0.00270229573683866,"up","AC013553.4"
"AC021739.3",4.64368616472721e-08,0.241504168119176,0.146,0.358,0.00270271822159453,"up","AC021739.3"
"AC022898.2",4.6541443430157e-08,0.16128632032429,0.135,0.255,0.002708805090522,"up","AC022898.2"
"ATXN8OS",4.6586961254265e-08,-1.30542579222677,0.552,0.802,0.00271145431892073,"down","ATXN8OS"
"ZFP36L2",4.66077474013511e-08,0.639085837690858,0.948,0.991,0.00271266411425344,"up","ZFP36L2"
"LINC01235",4.68987260061879e-08,0.110182373614581,0.125,0.434,0.00272959965101215,"up","LINC01235"
"HRH2",4.69510660401439e-08,0.174591388201423,0.25,0.387,0.00273264594566846,"up","HRH2"
"AP000322.1",4.70949202359649e-08,0.132450415180649,0.115,0.274,0.00274101854757363,"up","AP000322.1"
"CEP55",4.72134772879878e-08,0.109576962860968,0.125,0.472,0.00274791880511547,"up","CEP55"
"AC015712.2",4.74540577325187e-08,0.161777154098421,0.167,0.387,0.00276192106814805,"up","AC015712.2"
"AC048382.1",4.75359922199694e-08,0.181341606837126,0.25,0.481,0.00276668981918666,"up","AC048382.1"
"AL391294.1",4.75988072814469e-08,0.133515585148948,0.083,0.311,0.00277034578139477,"up","AL391294.1"
"AC010547.2",4.76402825380709e-08,0.114470857425645,0.104,0.34,0.0027727597242808,"up","AC010547.2"
"RNF39",4.80376248035099e-08,0.142971743159071,0.177,0.311,0.00279588583881388,"up","RNF39"
"GPR37L1",4.82111502507773e-08,0.240723577162598,0.167,0.387,0.00280598536689574,"up","GPR37L1"
"AC087491.1",4.82422251696715e-08,0.231420872156431,0.198,0.462,0.00280779398932522,"up","AC087491.1"
"AC068580.3",4.90006811568962e-08,0.147262033030648,0.135,0.321,0.00285193764469367,"up","AC068580.3"
"SLC1A6",4.91187440400582e-08,0.164324126525893,0.188,0.311,0.00285880914061947,"up","SLC1A6"
"AL589863.1",4.91739582994378e-08,0.175793909661033,0.302,0.462,0.00286202272094388,"up","AL589863.1"
"AC026150.1",4.91909243466039e-08,0.245339361807981,0.302,0.509,0.00286301017882104,"up","AC026150.1"
"CD2",4.92274140307694e-08,0.208030848589672,0.083,0.292,0.00286513395141884,"up","CD2"
"AC012313.5",4.9336806612717e-08,0.405456154921169,0.542,0.594,0.00287150081847335,"up","AC012313.5"
"AC010643.1",4.94866988187328e-08,0.151200628353656,0.115,0.377,0.00288022484464789,"up","AC010643.1"
"GLYATL1",4.96603037572621e-08,0.175388848103341,0.146,0.302,0.00289032899928017,"up","GLYATL1"
"DKK3",4.99007083925264e-08,1.18942812330797,0.854,0.972,0.00290432102986182,"up","DKK3"
"AL592146.2",5.00005011968686e-08,0.128878068192867,0.271,0.528,0.00291012917066015,"up","AL592146.2"
"AL133370.1",5.00414578272332e-08,0.152780207434291,0.188,0.302,0.00291251292846063,"up","AL133370.1"
"AC000120.1",5.05845738781632e-08,0.14806446274875,0.094,0.34,0.00294412336885686,"up","AC000120.1"
"AC019080.4",5.06182407039931e-08,0.141797713320666,0.115,0.292,0.00294608284545381,"up","AC019080.4"
"RMST",5.06353999052875e-08,0.802805300983196,0.76,0.849,0.00294708154528754,"up","RMST"
"CDKN2B",5.07550709930065e-08,0.929478330886496,0.844,0.925,0.00295404664193497,"up","CDKN2B"
"AL021368.5",5.11341186078518e-08,0.276698483541338,0.396,0.557,0.00297610797121419,"up","AL021368.5"
"LINC01836",5.1181582493722e-08,0.150942634154235,0.115,0.349,0.00297887046429961,"up","LINC01836"
"CDKN2A",5.12401782676998e-08,0.745114476208068,0.938,0.972,0.00298228085553667,"up","CDKN2A"
"FXYD1",5.13110776177829e-08,0.209114688332519,0.24,0.538,0.0029864073395102,"up","FXYD1"
"AC012456.2",5.14625842407353e-08,0.122933816715578,0.115,0.274,0.00299522532797928,"up","AC012456.2"
"AC018445.5",5.16391822566421e-08,0.181435309557418,0.104,0.264,0.00300550368570108,"up","AC018445.5"
"AL138960.1",5.19461832056638e-08,0.307702541457409,0.385,0.566,0.00302337175493604,"up","AL138960.1"
"LINC00996",5.23542016911948e-08,0.447529955369903,0.125,0.274,0.00304711924683092,"up","LINC00996"
"AC104836.1",5.23674488097125e-08,0.44225245342752,0.219,0.377,0.00304789025562289,"up","AC104836.1"
"BX255923.1",5.23884373574504e-08,0.151624917395476,0.167,0.292,0.00304911183107833,"up","BX255923.1"
"LINC00642",5.241668669978e-08,0.440356017071073,0.469,0.689,0.0030507559993006,"up","LINC00642"
"AC117395.1",5.27635046020193e-08,0.166010020425761,0.229,0.406,0.00307094149484673,"up","AC117395.1"
"ZNF567",5.28496891419059e-08,0.861399439825997,0.917,0.972,0.00307595760743721,"up","ZNF567"
"AL359962.2",5.29640973495461e-08,0.129223906362234,0.083,0.292,0.00308261639393828,"up","AL359962.2"
"CD48",5.3019717832594e-08,0.143486909858979,0.094,0.255,0.00308585361729264,"up","CD48"
"TNFSF14",5.31512766853167e-08,0.101423975860324,0.135,0.472,0.0030935106056388,"up","TNFSF14"
"OLFML2A",5.32751179177489e-08,0.281947220180776,0.198,0.547,0.00310071841304882,"up","OLFML2A"
"AL021328.1",5.34740263458314e-08,0.384791232660446,0.271,0.5,0.00311229528138008,"up","AL021328.1"
"AC008403.2",5.35459054564714e-08,0.161981759543502,0.271,0.434,0.00311647878937755,"up","AC008403.2"
"AC092127.1",5.36332199967311e-08,0.120475737200429,0.115,0.349,0.00312156067024975,"up","AC092127.1"
"ACP6",5.36837317998219e-08,0.790122531070208,0.917,1,0.00312450055821323,"up","ACP6"
"WASIR2",5.36905607010324e-08,0.117750456263512,0.094,0.311,0.00312489801392149,"up","WASIR2"
"AL451069.2",5.37742563200527e-08,0.411789332449414,0.5,0.632,0.00312976926633971,"up","AL451069.2"
"AL162388.2",5.41473812935304e-08,0.579647454674181,0.552,0.642,0.00315148588604606,"up","AL162388.2"
"AC243772.2",5.43624650217375e-08,0.28973815594716,0.208,0.349,0.00316400418919517,"up","AC243772.2"
"AL442067.1",5.43646628294755e-08,0.141649826551308,0.156,0.387,0.00316413210600113,"up","AL442067.1"
"MFAP5",5.43894193731625e-08,0.125819342448987,0.135,0.519,0.0031655729863568,"up","MFAP5"
"ADAM20",5.43915067489749e-08,0.294046894965701,0.385,0.613,0.00316569447580384,"up","ADAM20"
"TEX46",5.44054293306085e-08,0.191334759118488,0.26,0.481,0.00316650479790007,"up","TEX46"
"ELMSAN1",5.44889430402425e-08,0.879906266374581,0.938,1,0.0031713654628282,"up","ELMSAN1"
"MARCH6",5.46647183036986e-08,0.88627347902729,0.979,1,0.00318159593471187,"up","MARCH6"
"AL035250.2",5.4679156910869e-08,0.964323740845267,0.594,0.651,0.0031824362905264,"up","AL035250.2"
"GPR65",5.47110655292156e-08,0.275228060873943,0.115,0.377,0.00318429343593141,"up","GPR65"
"KRT86",5.48630281863772e-08,0.0820780925242337,0.177,0.538,0.00319313796650353,"up","KRT86"
"AC092954.2",5.53152487099451e-08,0.192897202520868,0.323,0.396,0.00321945810541622,"up","AC092954.2"
"AC093426.1",5.53392222662599e-08,0.121460294472937,0.104,0.283,0.00322085341434086,"up","AC093426.1"
"AC007349.2",5.54883937823672e-08,0.177009263887475,0.188,0.311,0.00322953549492134,"up","AC007349.2"
"AC103563.9",5.55137963892252e-08,0.124078567488448,0.094,0.302,0.00323101397744568,"up","AC103563.9"
"AL078621.4",5.57173610999583e-08,0.129017956295122,0.208,0.462,0.00324286185073977,"up","AL078621.4"
"ZNF84-DT",5.58887990314619e-08,0.128700504492484,0.229,0.5,0.00325283988122915,"up","ZNF84-DT"
"KHDC1L",5.59726852410325e-08,0.218351239762935,0.354,0.557,0.00325772222639857,"up","KHDC1L"
"AC023043.1",5.61462311718735e-08,0.135373918621845,0.167,0.34,0.00326782294666538,"up","AC023043.1"
"PMFBP1",5.6226376959818e-08,0.699242343013532,0.625,0.755,0.00327248759181533,"up","PMFBP1"
"GABRB1",5.63084235069169e-08,0.308930320055816,0.365,0.5,0.00327726286494958,"up","GABRB1"
"ZNRF3-IT1",5.63733554941209e-08,0.138544338937818,0.167,0.34,0.00328104203646882,"up","ZNRF3-IT1"
"PIK3CG",5.6410844698198e-08,0.162396672325096,0.094,0.283,0.00328322398312452,"up","PIK3CG"
"GIMAP5",5.6562566177989e-08,0.127534230339035,0.167,0.358,0.00329205447669132,"up","GIMAP5"
"AC008751.3",5.66449563077369e-08,0.157543736986324,0.146,0.274,0.0032968497470229,"up","AC008751.3"
"AL807752.5",5.66506781244337e-08,0.147560566077824,0.198,0.387,0.00329718276819829,"up","AL807752.5"
"GRTP1-AS1",5.66580586445815e-08,0.375635950737983,0.146,0.255,0.00329761232923193,"up","GRTP1-AS1"
"AL049651.2",5.69338930128617e-08,0.29277200236285,0.177,0.283,0.00331366644113458,"up","AL049651.2"
"AC027319.1",5.70491455906203e-08,0.137882764991706,0.104,0.321,0.00332037437166528,"up","AC027319.1"
"AC254633.1",5.74462723048265e-08,0.164368920206178,0.208,0.349,0.00334348794068551,"up","AC254633.1"
"AL450467.1",5.76277059597816e-08,0.14369479246181,0.135,0.283,0.00335404774227121,"up","AL450467.1"
"AC009133.2",5.78330072093122e-08,0.143556898599214,0.198,0.377,0.00336599668559639,"up","AC009133.2"
"TG",5.79989567941506e-08,0.58375590451512,0.271,0.481,0.00337565528333316,"up","TG"
"TBC1D26",5.81740044034878e-08,0.13307477808618,0.073,0.34,0.00338584340429179,"up","TBC1D26"
"AC080188.1",5.83020476793953e-08,0.159820107283045,0.167,0.34,0.00339329577903617,"up","AC080188.1"
"AC016745.1",5.83291853767534e-08,0.172028165948531,0.177,0.425,0.0033948752472978,"up","AC016745.1"
"AP000553.8",5.83310027171603e-08,0.155799115505822,0.188,0.255,0.00339498102014416,"up","AP000553.8"
"AC011912.1",5.8426941805566e-08,0.219719285571206,0.271,0.5,0.00340056486696755,"up","AC011912.1"
"FAM66E",5.8602436799647e-08,0.14528347347668,0.146,0.274,0.00341077902661305,"up","FAM66E"
"AC068768.1",5.89064151404113e-08,0.158404944620182,0.135,0.368,0.00342847117400222,"up","AC068768.1"
"AC007036.1",5.89237633903591e-08,0.173940995264839,0.125,0.264,0.00342948087684568,"up","AC007036.1"
"AC109449.1",5.8990564459196e-08,0.155921619747174,0.198,0.396,0.00343336883265413,"up","AC109449.1"
"AC089984.1",5.90268986596134e-08,0.190172198641552,0.292,0.462,0.00343548355578682,"up","AC089984.1"
"AC006213.5",5.90324156510519e-08,0.118939362509221,0.146,0.377,0.00343580465572253,"up","AC006213.5"
"TAF1L",5.92055118360889e-08,0.121154710883575,0.062,0.368,0.00344587919988405,"up","TAF1L"
"AL162741.1",5.92445640033224e-08,0.179374489023735,0.167,0.302,0.00344815211412137,"up","AL162741.1"
"OCM",5.9339627979007e-08,0.161387125683614,0.156,0.368,0.00345368502763417,"up","OCM"
"MIR99AHG",5.93470605623999e-08,0.951391243203997,0.896,0.887,0.0034541176188528,"up","MIR99AHG"
"AC020656.1",5.9370023995859e-08,0.320013751049339,0.438,0.585,0.00345545413660699,"up","AC020656.1"
"AC100835.2",5.94414836689284e-08,0.141145579749748,0.177,0.434,0.00345961323249897,"up","AC100835.2"
"BCL6B",5.94586531270696e-08,0.189274476456083,0.208,0.425,0.0034606125293017,"up","BCL6B"
"FAM166A",5.94984079622737e-08,0.201045885491139,0.115,0.406,0.00346292634022025,"up","FAM166A"
"PPM1J",5.95982839178267e-08,0.163617365079636,0.323,0.613,0.00346873932058535,"up","PPM1J"
"AC009108.3",5.99471362413297e-08,0.138738750598996,0.104,0.33,0.00348904322351787,"up","AC009108.3"
"L3MBTL4-AS1",5.99683327334954e-08,0.158140078673999,0.135,0.274,0.0034902769017549,"up","L3MBTL4-AS1"
"KF459542.1",6.01289948375197e-08,0.134896316313288,0.094,0.311,0.00349962775753332,"up","KF459542.1"
"AC093382.1",6.0309643184794e-08,0.154202120289332,0.104,0.255,0.00351014185264138,"up","AC093382.1"
"JPH4",6.0336909964831e-08,0.852022091034247,0.604,0.858,0.00351172883377309,"up","JPH4"
"GOLT1B",6.05569026849632e-08,0.620179920983663,0.99,0.991,0.00352453285007023,"up","GOLT1B"
"AL135784.1",6.05654695625266e-08,0.215019037330276,0.333,0.443,0.00352503145947817,"up","AL135784.1"
"AL132656.2",6.06775056899763e-08,0.270419654213533,0.365,0.557,0.003531552186168,"up","AL132656.2"
"RASL11B",6.09932250047134e-08,0.0874981016933933,0.135,0.462,0.00354992768172433,"up","RASL11B"
"PPP3CA",6.17135204434372e-08,0.820242483926321,0.969,1,0.00359185031684893,"up","PPP3CA"
"DPYD",6.18412316980623e-08,1.16333164051119,0.771,0.953,0.00359928336729062,"up","DPYD"
"AC090260.1",6.18553386027722e-08,0.18293033573879,0.323,0.566,0.00360010441735855,"up","AC090260.1"
"AC111197.1",6.20751710111545e-08,0.120524167581088,0.104,0.377,0.00361289910319121,"up","AC111197.1"
"PROS1",6.22250735981534e-08,0.923914359832136,0.854,0.953,0.00362162373355972,"up","PROS1"
"COLGALT2",6.24310770747656e-08,0.871699070389788,0.875,0.953,0.00363361354790551,"up","COLGALT2"
"AP002852.1",6.24314660239834e-08,0.130950068871609,0.146,0.33,0.00363363618552788,"up","AP002852.1"
"CATSPERZ",6.24412737855685e-08,0.20532586369727,0.146,0.349,0.00363420701686766,"up","CATSPERZ"
"VWA2",6.25628263957724e-08,0.227167380285337,0.25,0.585,0.00364128162188675,"up","VWA2"
"CD163",6.26909287557318e-08,0.140908009177239,0.083,0.264,0.0036487374354411,"up","CD163"
"AL157400.1",6.27100892934624e-08,0.127723461217368,0.104,0.358,0.0036498526170581,"up","AL157400.1"
"CNTNAP1",6.27715208563614e-08,0.9538094693246,0.646,0.896,0.00365342805688195,"up","CNTNAP1"
"AC013403.2",6.2799921006463e-08,0.168934277573329,0.344,0.575,0.00365508100241816,"up","AC013403.2"
"PTAR1",6.32777148178371e-08,0.685062585478499,0.938,1,0.00368288955782776,"up","PTAR1"
"AC005520.3",6.3328424171562e-08,0.195688444453732,0.271,0.472,0.00368584094363325,"up","AC005520.3"
"LINC01561",6.3709448935283e-08,0.198035759792862,0.135,0.264,0.00370801734693134,"up","LINC01561"
"AL121772.2",6.39686578717584e-08,0.191270248809371,0.208,0.472,0.00372310382545208,"up","AL121772.2"
"UBASH3A",6.40480620447153e-08,0.128465127313351,0.177,0.349,0.00372772530712652,"up","UBASH3A"
"KIF4B",6.43035398903745e-08,0.26137112134598,0.135,0.368,0.00374259462869958,"up","KIF4B"
"CEMP1",6.46291904240285e-08,0.119642956433099,0.073,0.264,0.00376154814105931,"up","CEMP1"
"ITGB4",6.47351959053668e-08,0.247732397724513,0.375,0.557,0.00376771787208416,"up","ITGB4"
"AC092384.2",6.4955858210483e-08,0.117516633078301,0.104,0.434,0.00378056085956653,"up","AC092384.2"
"AC016405.2",6.54536303135581e-08,0.148639927540462,0.167,0.377,0.00380953219150971,"up","AC016405.2"
"TNRC6C-AS1",6.56329831584089e-08,0.121514480383989,0.115,0.33,0.00381997088578572,"up","TNRC6C-AS1"
"AL627095.2",6.56562839823653e-08,0.210878658352811,0.333,0.5,0.00382132704034163,"up","AL627095.2"
"AC007326.5",6.56698414236624e-08,0.128820888896152,0.062,0.311,0.00382211611054,"up","AC007326.5"
"CLEC2L",6.57790638442735e-08,0.180203221157252,0.135,0.33,0.0038284730738644,"up","CLEC2L"
"AC009141.1",6.6170708064691e-08,0.183982958892988,0.146,0.302,0.00385126755078115,"up","AC009141.1"
"PROC",6.63173763698972e-08,-0.845444776871656,0.615,0.934,0.00385980393948076,"down","PROC"
"AC025038.1",6.63759220846486e-08,0.275488716482682,0.365,0.575,0.00386321141717072,"up","AC025038.1"
"AC011451.4",6.64232354841428e-08,0.150851066051733,0.146,0.274,0.00386596515164808,"up","AC011451.4"
"BAP1",6.67121285115299e-08,0.600459761218562,0.865,0.991,0.00388277930362806,"up","BAP1"
"PRR16",6.68002248372325e-08,0.301800441421345,0.26,0.462,0.00388790668597661,"up","PRR16"
"F3",6.75011252438021e-08,0.723444363465349,0.885,0.991,0.00392870049143977,"up","F3"
"APOC2",6.77018753253004e-08,0.176190551764872,0.146,0.264,0.00394038454768314,"up","APOC2"
