"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","sig","gene"
"TMEM82",7.10587059582919e-09,0.361801804090788,0.115,0.302,0.00041357588041845,"up","TMEM82"
"FOXF1",7.11400062961569e-09,0.219049246696605,0.26,0.377,0.000414049064644892,"up","FOXF1"
"AC068831.1",7.17503597949543e-09,0.163901793008963,0.219,0.443,0.000417601444078593,"up","AC068831.1"
"AL136985.2",7.18490311187054e-09,0.157571430681332,0.094,0.274,0.000418175730917089,"up","AL136985.2"
"AP001626.1",7.23723532490841e-09,0.133290936232322,0.073,0.396,0.000421221570380319,"up","AP001626.1"
"AL137157.1",7.24423196781169e-09,0.151976275477797,0.146,0.377,0.000421628788990576,"up","AL137157.1"
"AC022413.2",7.25453018531207e-09,0.172552554153794,0.229,0.462,0.000422228165845533,"up","AC022413.2"
"TLR9",7.304192834352e-09,0.169536988349531,0.094,0.302,0.000425118631344955,"up","TLR9"
"AC107398.5",7.32477648855915e-09,0.151612184496517,0.115,0.292,0.00042631664118712,"up","AC107398.5"
"DNAJC9-AS1",7.36413464590185e-09,1.11899402465993,0.771,0.925,0.000428607364660779,"up","DNAJC9-AS1"
"AP001107.4",7.36712748250312e-09,0.178982973838054,0.271,0.528,0.000428781553736647,"up","AP001107.4"
"LINC01771",7.40412818906953e-09,0.127559669128511,0.125,0.34,0.000430935068860225,"up","LINC01771"
"AC067930.2",7.48079650169889e-09,0.278182172979733,0.188,0.387,0.000435397317991879,"up","AC067930.2"
"GLI1",7.51480570673677e-09,0.16465321062728,0.177,0.321,0.000437376721743494,"up","GLI1"
"AC002401.4",7.52530003574508e-09,0.183908776818985,0.177,0.349,0.000437987512680435,"up","AC002401.4"
"AL139099.2",7.54033490684919e-09,0.126034054274829,0.167,0.396,0.000438862572248437,"up","AL139099.2"
"AC009102.1",7.64377004446911e-09,0.188788720716837,0.302,0.481,0.000444882704128191,"up","AC009102.1"
"AL513217.1",7.67549065202199e-09,0.124514265202242,0.094,0.358,0.000446728906928984,"up","AL513217.1"
"CHST3",7.69818430910846e-09,0.316131092260126,0.51,0.679,0.00044804972315873,"up","CHST3"
"AC108935.1",7.75244926301471e-09,0.286215427514561,0.24,0.453,0.000451208052005982,"up","AC108935.1"
"AC007383.3",7.80478169467772e-09,0.62629846804647,0.469,0.632,0.000454253904193633,"up","AC007383.3"
"AC084740.1",7.81465865010098e-09,0.18005934300374,0.26,0.566,0.000454828762753177,"up","AC084740.1"
"AL161640.3",7.82552138718587e-09,0.549421604619372,0.271,0.453,0.000455460995776992,"up","AL161640.3"
"ATP1B3-AS1",7.86056548838892e-09,0.462455576898511,0.208,0.274,0.000457500632555212,"up","ATP1B3-AS1"
"TSGA13",7.87178652818654e-09,0.189154924763755,0.312,0.566,0.000458153719513513,"up","TSGA13"
"AC015813.4",7.8741553266759e-09,0.142029414666408,0.167,0.406,0.000458291588323191,"up","AC015813.4"
"DACT1",7.96965909988926e-09,0.092990132682611,0.302,0.566,0.000463850098931754,"up","DACT1"
"AC124319.2",7.98750045397725e-09,0.308722238821298,0.177,0.491,0.000464888501422384,"up","AC124319.2"
"AC112187.3",8.01037456400065e-09,0.136849343722788,0.167,0.396,0.000466219820373966,"up","AC112187.3"
"AC243830.3",8.02651174609938e-09,0.142756726414591,0.156,0.34,0.000467159036646476,"up","AC243830.3"
"SHOX2",8.03879249696038e-09,0.176082364346203,0.188,0.434,0.000467873800908088,"up","SHOX2"
"CYP21A2",8.04562744277786e-09,0.153535376341011,0.073,0.264,0.000468271608424557,"up","CYP21A2"
"NUTM2D",8.04928225204579e-09,0.259562467244073,0.229,0.547,0.000468484325633569,"up","NUTM2D"
"BSND",8.1104563415635e-09,0.162106513419689,0.083,0.311,0.000472044779991679,"up","BSND"
"AL732314.6",8.12137800679312e-09,0.203942121678282,0.188,0.406,0.000472680442751373,"up","AL732314.6"
"CAVIN4",8.14609934070299e-09,0.204391564499097,0.292,0.519,0.000474119273827595,"up","CAVIN4"
"TIAM1",8.15471875909365e-09,0.73121195201541,0.927,0.981,0.000474620941216769,"up","TIAM1"
"PAGE2B",8.24869649775412e-09,0.12207065084448,0.083,0.368,0.000480090633562285,"up","PAGE2B"
"AC106037.2",8.2493064241313e-09,0.14074837038561,0.135,0.387,0.00048012613249729,"up","AC106037.2"
"LINC01141",8.30574713997265e-09,0.313063146528504,0.188,0.302,0.000483411095040688,"up","LINC01141"
"RBM26-AS1",8.30910145503961e-09,0.615597805323333,0.896,0.972,0.000483606322886215,"up","RBM26-AS1"
"AC018926.3",8.31545855063537e-09,0.20377219549735,0.323,0.538,0.00048397631856408,"up","AC018926.3"
"AC105398.1",8.33454936374879e-09,0.159746386010249,0.146,0.358,0.000485087442068907,"up","AC105398.1"
"AC092794.2",8.34634559721694e-09,0.163090353957472,0.135,0.349,0.000485774006449221,"up","AC092794.2"
"AC083964.1",8.37867618071478e-09,0.252590573125845,0.292,0.462,0.000487655711069962,"up","AC083964.1"
"PLA2G4E-AS1",8.38928764710259e-09,0.271349298021548,0.219,0.387,0.000488273319636665,"up","PLA2G4E-AS1"
"SLC41A1",8.45691007713295e-09,0.829686052694499,0.896,0.991,0.000492209080309292,"up","SLC41A1"
"SERPINC1",8.47395984713362e-09,0.200876397117129,0.156,0.406,0.000493201411022871,"up","SERPINC1"
"AC091769.2",8.478424899338e-09,0.139031436670277,0.229,0.415,0.00049346128599127,"up","AC091769.2"
"AC004528.1",8.57655061456101e-09,0.173491914427294,0.198,0.453,0.00049917239886868,"up","AC004528.1"
"AC091152.2",8.57669650153898e-09,0.116791634153797,0.146,0.415,0.000499180889782572,"up","AC091152.2"
"TAS1R3",8.58037023716262e-09,0.138760936043195,0.135,0.377,0.000499394708543339,"up","TAS1R3"
"AL354811.1",8.61431658428548e-09,0.151117785441413,0.219,0.462,0.000501370453838583,"up","AL354811.1"
"TRPV2",8.62640518028069e-09,0.232615671190759,0.281,0.547,0.000502074034302697,"up","TRPV2"
"C5AR2",8.66889336832485e-09,0.145424762399825,0.177,0.509,0.000504546931823243,"up","C5AR2"
"ANKS4B",8.71746373809696e-09,0.200078071590035,0.312,0.538,0.00050737382448472,"up","ANKS4B"
"AP003100.2",8.73156913031842e-09,0.238312003316422,0.188,0.311,0.000508194786522792,"up","AP003100.2"
"AL583810.2",8.73456916961119e-09,0.148300577401619,0.083,0.274,0.000508369394809711,"up","AL583810.2"
"AC084756.1",8.78385522922162e-09,0.220535813332248,0.198,0.321,0.000511237942051157,"up","AC084756.1"
"AC010536.3",8.79840490528614e-09,0.173702132798939,0.125,0.283,0.000512084762297464,"up","AC010536.3"
"ERVMER34-1",8.81470187548728e-09,0.162526880245776,0.146,0.377,0.000513033278557111,"up","ERVMER34-1"
"AC080128.2",8.84275950498619e-09,0.125804128685902,0.188,0.425,0.000514666288709206,"up","AC080128.2"
"LRRC52-AS1",8.9105683999976e-09,0.430921242341056,0.302,0.434,0.000518612902016661,"up","LRRC52-AS1"
"AC068726.1",8.95270415930475e-09,0.147332507109573,0.104,0.321,0.000521065287479855,"up","AC068726.1"
"PRDM8",9.05269895468165e-09,0.226889206612824,0.188,0.274,0.000526885184560381,"up","PRDM8"
"MAGED4",9.08162059826639e-09,0.129376667524379,0.115,0.349,0.000528568482060301,"up","MAGED4"
"AL160410.1",9.10629183601742e-09,0.31238326696364,0.396,0.575,0.000530004397439886,"up","AL160410.1"
"AC107208.1",9.15382878958291e-09,0.174400598636915,0.208,0.377,0.000532771143211304,"up","AC107208.1"
"IRS1",9.16764197108957e-09,0.554050575484356,0.75,0.906,0.000533575098001355,"up","IRS1"
"AC022296.4",9.22727576910451e-09,0.117323482351408,0.115,0.377,0.000537045904313421,"up","AC022296.4"
"AC105271.1",9.24447663432999e-09,0.191382819663714,0.135,0.321,0.000538047029071274,"up","AC105271.1"
"AC105760.1",9.24846805010614e-09,0.140842251746859,0.156,0.368,0.000538279337452278,"up","AC105760.1"
"ATM",9.25342463751462e-09,0.908740750703503,0.958,0.991,0.000538567820752626,"up","ATM"
"AL121985.1",9.26505061185653e-09,0.170221446696274,0.104,0.292,0.000539244475711274,"up","AL121985.1"
"LINC00942",9.27024762929426e-09,0.174803267642242,0.146,0.283,0.000539546952520184,"up","LINC00942"
"GABRD",9.273192486793e-09,0.104326622632187,0.208,0.434,0.000539718349116326,"up","GABRD"
"C9orf135-DT",9.27908060756571e-09,0.176175628177597,0.146,0.311,0.00054006104952154,"up","C9orf135-DT"
"AC107398.4",9.29109189780543e-09,0.279612532057963,0.292,0.443,0.000540760130636072,"up","AC107398.4"
"LINC01641",9.33192900826653e-09,0.148397631476869,0.198,0.481,0.000543136932139129,"up","LINC01641"
"AL356756.1",9.37826666099556e-09,0.148945319336333,0.104,0.321,0.000545833876203264,"up","AL356756.1"
"AC004943.3",9.42504035859962e-09,0.215659586783111,0.104,0.264,0.000548556198951215,"up","AC004943.3"
"AC024587.2",9.48726830752897e-09,0.162225760733212,0.219,0.5,0.000552177990034801,"up","AC024587.2"
"TNFSF11",9.5030682270601e-09,0.147866554719858,0.156,0.274,0.000553097576951352,"up","TNFSF11"
"ETAA1",9.53321620312451e-09,0.882287252770551,0.906,0.991,0.000554852249454253,"up","ETAA1"
"AC007682.1",9.55976322834641e-09,0.293372752759844,0.281,0.434,0.000556397339416218,"up","AC007682.1"
"ALOX15B",9.58558015468695e-09,0.146410225834812,0.198,0.472,0.00055789993616309,"up","ALOX15B"
"ANGEL2",9.61726952796394e-09,0.953075151179106,0.958,0.991,0.000559744321066557,"up","ANGEL2"
"AC069366.2",9.62255758743459e-09,0.257835915812104,0.312,0.519,0.000560052096703868,"up","AC069366.2"
"AF233439.1",9.62984547838432e-09,0.200968256577149,0.208,0.311,0.000560476266532924,"up","AF233439.1"
"AC000065.2",9.67953220728302e-09,0.136479679791924,0.135,0.349,0.000563368133528286,"up","AC000065.2"
"COL18A1-AS1",9.71220314934288e-09,0.14302323074024,0.146,0.358,0.000565269647698054,"up","COL18A1-AS1"
"AC079866.2",9.72702785106358e-09,0.218716059689254,0.354,0.538,0.000566132474987603,"up","AC079866.2"
"LINGO4",9.75557061435852e-09,0.878239570359468,0.594,0.783,0.000567793720896895,"up","LINGO4"
"AC073140.1",9.80649509584333e-09,0.240357756030121,0.26,0.481,0.000570757627568274,"up","AC073140.1"
"CCDC169",9.94109994430945e-09,0.289462621256108,0.406,0.651,0.000578591898958699,"up","CCDC169"
"AL121749.1",1.01386782484752e-08,0.152208506656107,0.167,0.434,0.000590091351417754,"up","AL121749.1"
"AC055878.1",1.01532648392268e-08,0.162987951662693,0.188,0.34,0.000590940320172679,"up","AC055878.1"
"AC008945.1",1.01633104687792e-08,0.215664234910889,0.24,0.358,0.000591524995903886,"up","AC008945.1"
"IL20",1.02197130373591e-08,0.194846359253429,0.198,0.292,0.000594807738200373,"up","IL20"
"AC026523.1",1.02438107792464e-08,0.138345665271098,0.125,0.34,0.000596210274973698,"up","AC026523.1"
"AC004492.1",1.02535858046426e-08,0.137716848652201,0.177,0.396,0.000596779201001809,"up","AC004492.1"
"IL7R",1.03872664776156e-08,0.13963368148471,0.146,0.358,0.000604559683530182,"up","IL7R"
"AC008115.4",1.03934242863555e-08,0.316990862376406,0.427,0.575,0.000604918080314461,"up","AC008115.4"
"AL365361.1",1.04450143181918e-08,0.701520231184042,0.615,0.66,0.000607920723347396,"up","AL365361.1"
"GHR",1.04584552841696e-08,0.865092231066156,0.604,0.811,0.000608703014449238,"up","GHR"
"LINC00501",1.04707565602345e-08,0.162299319198409,0.167,0.34,0.000609418973318766,"up","LINC00501"
"AC007485.1",1.04961068917246e-08,0.135069113754695,0.208,0.387,0.000610894413312157,"up","AC007485.1"
"AC024909.1",1.0497120688445e-08,0.11764352978726,0.208,0.462,0.000610953418308877,"up","AC024909.1"
"AC087286.3",1.05048535391014e-08,0.14678009318301,0.073,0.311,0.00061140348568278,"up","AC087286.3"
"EMILIN3",1.05066131550502e-08,0.197255246201161,0.135,0.358,0.000611505898850232,"up","EMILIN3"
"AC108174.1",1.05182554725921e-08,0.1418092574333,0.125,0.33,0.000612183505015805,"up","AC108174.1"
"AC090340.1",1.0526845390597e-08,0.272937382180861,0.365,0.528,0.000612683455423527,"up","AC090340.1"
